Time,Rack,Treatment,Side,TillerPhotoRank,Tiller,Score,Type,dupTreatment,Notes
6,1,No Shelter,F,1,1,3,,,
6,1,No Shelter,F,2,2,2,,,
6,1,No Shelter,F,3,3,2,,,
6,1,No Shelter,F,4,4,2,,,
6,1,No Shelter,F,5,5,1,,,
6,1,No Shelter,F,6,6,2,,,
6,1,No Shelter,F,7,7,2,,,
6,1,No Shelter,F,8,8,2,,,No bleaching but two large cracks 
6,1,No Shelter,F,9,9,1,,,
6,1,No Shelter,F,10,10,2,,,"No bleaching, two large cracks "
6,1,No Shelter,B,1,1,1,,,
6,1,No Shelter,B,2,2,1,,,
6,1,No Shelter,B,3,3,1,,,
6,1,No Shelter,B,4,4,2,,,no bleaching but one very large crack
6,1,No Shelter,B,5,5,1,,,
6,1,No Shelter,B,6,6,2,,,
6,1,No Shelter,B,7,7,2,,,
6,1,No Shelter,B,8,8,1,,,
6,1,No Shelter,B,9,9,1,,,
6,1,No Shelter,B,10,10,1,,,
6,2,UVpass,F,1,1,3,,,
6,2,UVpass,F,2,2,2,,,
6,2,UVpass,F,3,3,1,,,
6,2,UVpass,F,4,4,1,,,
6,2,UVpass,F,5,5,3,,,
6,2,UVpass,F,6,6,1,,,
6,2,UVpass,F,7,7,2,,,
6,2,UVpass,F,8,8,2,,,
6,2,UVpass,F,9,9,1,,,
6,2,UVpass,F,10,10,3,,,
6,2,UVpass,B,1,1,2,,,
6,2,UVpass,B,2,2,2,,,
6,2,UVpass,B,3,3,1,,,
6,2,UVpass,B,4,4,1,,,
6,2,UVpass,B,5,5,1,,,
6,2,UVpass,B,6,6,1,,,
6,2,UVpass,B,7,7,1,,,
6,2,UVpass,B,8,8,1,,,
6,2,UVpass,B,9,9,1,,,
6,2,UVpass,B,10,10,1,,,
6,3,UVblock,F,1,1,2,,,
6,3,UVblock,F,2,2,2,,,
6,3,UVblock,F,3,3,2,,,
6,3,UVblock,F,4,4,1,,,
6,3,UVblock,F,5,5,1,,,
6,3,UVblock,F,6,6,2,,,
6,3,UVblock,F,7,7,3,,,
6,3,UVblock,F,8,8,2,,,
6,3,UVblock,F,9,9,2,,,
6,3,UVblock,F,10,10,1,,,
6,3,UVblock,B,1,1,3,,,
6,3,UVblock,B,2,2,2,,,
6,3,UVblock,B,3,3,1,,,
6,3,UVblock,B,4,4,1,,,
6,3,UVblock,B,5,5,2,,,
6,3,UVblock,B,6,6,1,,,
6,3,UVblock,B,7,7,2,,,"no bleaching, one large crack"
6,3,UVblock,B,8,8,2,,,
6,3,UVblock,B,9,9,3,,,
6,3,UVblock,B,10,10,1,,,
6,4,Shade,F,1,1,1,,,
6,4,Shade,F,2,2,1,,,
6,4,Shade,F,3,3,1,,,
6,4,Shade,F,4,4,1,,,
6,4,Shade,F,5,5,1,,,
6,4,Shade,F,6,6,1,,,
6,4,Shade,F,7,7,2,,,
6,4,Shade,F,8,8,3,,,
6,4,Shade,F,9,9,1,,,
6,4,Shade,F,10,10,3,,,
6,4,Shade,B,1,1,2,,,
6,4,Shade,B,2,2,1,,,
6,4,Shade,B,3,3,1,,,
6,4,Shade,B,4,4,1,,,
6,4,Shade,B,5,5,2,,,
6,4,Shade,B,6,6,1,,,
6,4,Shade,B,7,7,1,,,
6,4,Shade,B,8,8,1,,,
6,4,Shade,B,9,9,1,,,
6,4,Shade,B,10,10,2,,,
6,5,UVblock,F,1,1,3,,,
6,5,UVblock,F,2,2,1,,,
6,5,UVblock,F,3,3,2,,,
6,5,UVblock,F,4,4,2,,,no bleaching but large crack
6,5,UVblock,F,5,5,2,,,
6,5,UVblock,F,6,6,1,,,
6,5,UVblock,F,7,7,1,,,
6,5,UVblock,F,8,8,2,,,
6,5,UVblock,F,9,9,4,,,
6,5,UVblock,F,10,10,1,,,
6,5,UVblock,B,1,1,3,,,
6,5,UVblock,B,2,2,3,,,
6,5,UVblock,B,3,3,1,,,
6,5,UVblock,B,4,4,2,,,"large crack, mostly unbleached"
6,5,UVblock,B,5,5,2,,,
6,5,UVblock,B,6,6,2,,,
6,5,UVblock,B,7,7,1,,,
6,5,UVblock,B,8,8,2,,,
6,5,UVblock,B,9,9,1,,,
6,5,UVblock,B,10,10,2,,,
6,6,UVblock,F,1,1,3,,,
6,6,UVblock,F,2,2,1,,,
6,6,UVblock,F,3,3,3,,,
6,6,UVblock,F,4,4,1,,,
6,6,UVblock,F,5,5,1,,,
6,6,UVblock,F,6,6,1,,,
6,6,UVblock,F,7,7,1,,,
6,6,UVblock,F,8,8,1,,,
6,6,UVblock,F,9,9,2,,,
6,6,UVblock,F,10,10,1,,,
6,6,UVblock,B,1,1,3,,,
6,6,UVblock,B,2,2,2,,,
6,6,UVblock,B,3,3,2,,,
6,6,UVblock,B,4,4,1,,,
6,6,UVblock,B,5,5,3,,,
6,6,UVblock,B,6,6,1,,,
6,6,UVblock,B,7,7,1,,,one large hole
6,6,UVblock,B,8,8,1,,,
6,6,UVblock,B,9,9,1,,,
6,6,UVblock,B,10,10,1,,,
6,7,No Shelter,F,1,1,1,,,
6,7,No Shelter,F,2,2,2,,,
6,7,No Shelter,F,3,3,1,,,
6,7,No Shelter,F,4,4,2,,,
6,7,No Shelter,F,5,5,1,,,
6,7,No Shelter,F,6,6,2,,,
6,7,No Shelter,F,7,7,3,,,
6,7,No Shelter,F,8,8,2,,,"partly bleached, large crack"
6,7,No Shelter,F,9,9,2,,,
6,7,No Shelter,F,10,10,2,,,
6,7,No Shelter,B,1,1,1,,,
6,7,No Shelter,B,2,2,1,,,
6,7,No Shelter,B,3,3,2,,,
6,7,No Shelter,B,4,4,1,,,
6,7,No Shelter,B,5,5,1,,,
6,7,No Shelter,B,6,6,1,,,
6,7,No Shelter,B,7,7,2,,,
6,7,No Shelter,B,8,8,2,,,
6,7,No Shelter,B,9,9,2,,,
6,7,No Shelter,B,10,10,2,,,
6,8,Shade,F,1,1,2,,,
6,8,Shade,F,2,2,2,,,
6,8,Shade,F,3,3,1,,,
6,8,Shade,F,4,4,2,,,
6,8,Shade,F,5,5,2,,,
6,8,Shade,F,6,6,3,,,
6,8,Shade,F,7,7,3,,,
6,8,Shade,F,8,8,2,,,
6,8,Shade,F,9,9,1,,,
6,8,Shade,F,10,10,1,,,
6,8,Shade,B,1,1,3,,,
6,8,Shade,B,2,2,2,,,
6,8,Shade,B,3,3,1,,,
6,8,Shade,B,4,4,2,,,
6,8,Shade,B,5,5,2,,,significantly cracked but not fully bleached
6,8,Shade,B,6,6,2,,,
6,8,Shade,B,7,7,1,,,
6,8,Shade,B,8,8,3,,,
6,8,Shade,B,9,9,2,,,
6,8,Shade,B,10,10,1,,,
6,9,UVpass,F,1,1,2,,,
6,9,UVpass,F,2,2,1,,,
6,9,UVpass,F,3,3,2,,,
6,9,UVpass,F,4,4,2,,,
6,9,UVpass,F,5,5,2,,,
6,9,UVpass,F,6,6,2,,,
6,9,UVpass,F,7,7,2,,,
6,9,UVpass,F,8,8,2,,,
6,9,UVpass,F,9,9,1,,,
6,9,UVpass,F,10,10,3,,,
6,9,UVpass,B,1,1,1,,,
6,9,UVpass,B,2,2,1,,,
6,9,UVpass,B,3,3,2,,,
6,9,UVpass,B,4,4,2,,,
6,9,UVpass,B,5,5,1,,,
6,9,UVpass,B,6,6,1,,,
6,9,UVpass,B,7,7,1,,,
6,9,UVpass,B,8,8,1,,,
6,9,UVpass,B,9,9,1,,,
6,9,UVpass,B,10,10,2,,,
6,10,Shade,F,1,1,2,,,
6,10,Shade,F,2,2,1,,,
6,10,Shade,F,3,3,1,,,
6,10,Shade,F,4,4,1,,,
6,10,Shade,F,5,5,3,,,
6,10,Shade,F,6,6,1,,,
6,10,Shade,F,7,7,2,,,
6,10,Shade,F,8,8,3,,,
6,10,Shade,F,9,9,1,,,
6,10,Shade,F,10,10,1,,,
6,10,Shade,B,1,1,2,,,
6,10,Shade,B,2,2,2,,,
6,10,Shade,B,3,3,2,,,
6,10,Shade,B,4,4,2,,,
6,10,Shade,B,5,5,2,,,
6,10,Shade,B,6,6,2,,,
6,10,Shade,B,7,7,1,,,
6,10,Shade,B,8,8,2,,,
6,10,Shade,B,9,9,2,,,
6,10,Shade,B,10,10,1,,,
6,11,UVpass,F,1,1,1,,,
6,11,UVpass,F,2,2,2,,,
6,11,UVpass,F,3,3,2,,,
6,11,UVpass,F,4,4,3,,,
6,11,UVpass,F,5,5,2,,,
6,11,UVpass,F,6,6,3,,,
6,11,UVpass,F,7,7,3,,,
6,11,UVpass,F,8,8,2,,,
6,11,UVpass,F,9,9,2,,,largely unbleached but with a couple of large holes
6,11,UVpass,F,10,10,1,,,
6,11,UVpass,B,1,1,1,,,
6,11,UVpass,B,2,2,2,,,
6,11,UVpass,B,3,3,1,,,
6,11,UVpass,B,4,4,3,,,
6,11,UVpass,B,5,5,1,,,
6,11,UVpass,B,6,6,2,,,
6,11,UVpass,B,7,7,3,,,
6,11,UVpass,B,8,8,1,,,
6,11,UVpass,B,9,9,1,,,
6,11,UVpass,B,10,10,1,,,
6,12,Shade,F,1,1,1,,,
6,12,Shade,F,2,2,2,,,
6,12,Shade,F,3,3,2,,,
6,12,Shade,F,4,4,2,,,
6,12,Shade,F,5,5,3,,,
6,12,Shade,F,6,6,1,,,
6,12,Shade,F,7,7,2,,,
6,12,Shade,F,8,8,2,,,
6,12,Shade,F,9,9,1,,,
6,12,Shade,F,10,10,2,,,
6,12,Shade,B,1,1,3,,,
6,12,Shade,B,2,2,1,,,
6,12,Shade,B,3,3,1,,,
6,12,Shade,B,4,4,1,,,
6,12,Shade,B,5,5,1,,,
6,12,Shade,B,6,6,1,,,
6,12,Shade,B,7,7,1,,,
6,12,Shade,B,8,8,1,,,
6,12,Shade,B,9,9,1,,,
6,12,Shade,B,10,10,1,,,
6,13,No Shelter,F,1,1,1,,,
6,13,No Shelter,F,2,2,2,,,
6,13,No Shelter,F,3,3,1,,,
6,13,No Shelter,F,4,4,3,,,
6,13,No Shelter,F,5,5,2,,,
6,13,No Shelter,F,6,6,3,,,
6,13,No Shelter,F,7,7,2,,,
6,13,No Shelter,F,8,8,4,,,
6,13,No Shelter,F,9,9,2,,,
6,13,No Shelter,F,10,10,1,,,
6,13,No Shelter,B,1,1,1,,,
6,13,No Shelter,B,2,2,2,,,
6,13,No Shelter,B,3,3,1,,,
6,13,No Shelter,B,4,4,3,,,
6,13,No Shelter,B,5,5,2,,,
6,13,No Shelter,B,6,6,2,,,
6,13,No Shelter,B,7,7,2,,,
6,13,No Shelter,B,8,8,2,,,
6,13,No Shelter,B,9,9,2,,,
6,13,No Shelter,B,10,10,1,,,
6,14,UVblock,F,1,1,1,,,
6,14,UVblock,F,2,2,2,,,
6,14,UVblock,F,3,3,1,,,
6,14,UVblock,F,4,4,2,,,
6,14,UVblock,F,5,5,2,,,
6,14,UVblock,F,6,6,2,,,
6,14,UVblock,F,7,7,2,,,
6,14,UVblock,F,8,8,2,,,
6,14,UVblock,F,9,9,1,,,
6,14,UVblock,F,10,10,3,,,
6,14,UVblock,B,1,1,1,,,
6,14,UVblock,B,2,2,2,,,
6,14,UVblock,B,3,3,2,,,
6,14,UVblock,B,4,4,1,,,
6,14,UVblock,B,5,5,2,,,
6,14,UVblock,B,6,6,1,,,
6,14,UVblock,B,7,7,2,,,
6,14,UVblock,B,8,8,1,,,
6,14,UVblock,B,9,9,1,,,
6,14,UVblock,B,10,10,1,,,
6,15,No Shelter,F,1,1,2,,,
6,15,No Shelter,F,2,2,3,,,
6,15,No Shelter,F,3,3,3,,,
6,15,No Shelter,F,4,4,1,,,
6,15,No Shelter,F,5,5,2,,,
6,15,No Shelter,F,6,6,3,,,
6,15,No Shelter,F,7,7,1,,,
6,15,No Shelter,F,8,8,2,,,
6,15,No Shelter,F,9,9,2,,,
6,15,No Shelter,F,10,10,2,,,
6,15,No Shelter,B,1,1,2,,,
6,15,No Shelter,B,2,2,1,,,
6,15,No Shelter,B,3,3,1,,,
6,15,No Shelter,B,4,4,1,,,
6,15,No Shelter,B,5,5,2,,,
6,15,No Shelter,B,6,6,1,,,
6,15,No Shelter,B,7,7,1,,,
6,15,No Shelter,B,8,8,1,,,
6,15,No Shelter,B,9,9,2,,,
6,15,No Shelter,B,10,10,3,,,still some yellow but has very large crack 
6,16,Shade,F,1,1,1,,,
6,16,Shade,F,2,2,2,,,
6,16,Shade,F,3,3,1,,,
6,16,Shade,F,4,4,2,,,
6,16,Shade,F,5,5,2,,,
6,16,Shade,F,6,6,1,,,
6,16,Shade,F,7,7,1,,,
6,16,Shade,F,8,8,2,,,
6,16,Shade,F,9,9,2,,,
6,16,Shade,F,10,10,1,,,
6,16,Shade,B,1,1,1,,,
6,16,Shade,B,2,2,1,,,
6,16,Shade,B,3,3,1,,,
6,16,Shade,B,4,4,1,,,
6,16,Shade,B,5,5,2,,,
6,16,Shade,B,6,6,2,,,
6,16,Shade,B,7,7,2,,,
6,16,Shade,B,8,8,1,,,
6,16,Shade,B,9,9,3,,,
6,16,Shade,B,10,10,1,,,
6,17,UVblock,F,1,1,1,,,
6,17,UVblock,F,2,2,2,,,
6,17,UVblock,F,3,3,1,,,
6,17,UVblock,F,4,4,2,,,no bleaching but large crack 
6,17,UVblock,F,5,5,1,,,
6,17,UVblock,F,6,6,2,,,
6,17,UVblock,F,7,7,2,,,
6,17,UVblock,F,8,8,1,,,
6,17,UVblock,F,9,9,1,,,
6,17,UVblock,F,10,10,2,,,
6,17,UVblock,B,1,1,2,,,
6,17,UVblock,B,2,2,1,,,
6,17,UVblock,B,3,3,1,,,
6,17,UVblock,B,4,4,1,,,
6,17,UVblock,B,5,5,2,,,
6,17,UVblock,B,6,6,1,,,
6,17,UVblock,B,7,7,1,,,
6,17,UVblock,B,8,8,1,,,
6,17,UVblock,B,9,9,2,,,
6,17,UVblock,B,10,10,2,,,
6,18,UVpass,F,1,1,3,,,
6,18,UVpass,F,2,2,2,,,
6,18,UVpass,F,3,3,2,,,
6,18,UVpass,F,4,4,2,,,
6,18,UVpass,F,5,5,3,,,
6,18,UVpass,F,6,6,1,,,
6,18,UVpass,F,7,7,1,,,
6,18,UVpass,F,8,8,1,,,
6,18,UVpass,F,9,9,1,,,
6,18,UVpass,F,10,10,3,,,
6,18,UVpass,B,1,1,3,,,
6,18,UVpass,B,2,2,2,,,
6,18,UVpass,B,3,3,2,,,
6,18,UVpass,B,4,4,1,,,
6,18,UVpass,B,5,5,2,,,
6,18,UVpass,B,6,6,1,,,
6,18,UVpass,B,7,7,1,,,
6,18,UVpass,B,8,8,1,,,
6,18,UVpass,B,9,9,2,,,
6,18,UVpass,B,10,10,2,,,
6,19,No Shelter,F,1,1,3,,,
6,19,No Shelter,F,2,2,2,,,
6,19,No Shelter,F,3,3,2,,,
6,19,No Shelter,F,4,4,2,,,
6,19,No Shelter,F,5,5,3,,,
6,19,No Shelter,F,6,6,2,,,
6,19,No Shelter,F,7,7,1,,,
6,19,No Shelter,F,8,8,2,,,
6,19,No Shelter,F,9,9,3,,,
6,19,No Shelter,F,10,10,3,,,
6,19,No Shelter,B,1,1,1,,,
6,19,No Shelter,B,2,2,2,,,
6,19,No Shelter,B,3,3,2,,,
6,19,No Shelter,B,4,4,1,,,
6,19,No Shelter,B,5,5,2,,,
6,19,No Shelter,B,6,6,1,,,
6,19,No Shelter,B,7,7,1,,,
6,19,No Shelter,B,8,8,2,,,
6,19,No Shelter,B,9,9,3,,,
6,19,No Shelter,B,10,10,1,,,
6,20,UVpass,F,1,1,2,,,
6,20,UVpass,F,2,2,2,,,
6,20,UVpass,F,3,3,2,,,
6,20,UVpass,F,4,4,2,,,
6,20,UVpass,F,5,5,2,,,
6,20,UVpass,F,6,6,1,,,
6,20,UVpass,F,7,7,2,,,
6,20,UVpass,F,8,8,3,,,
6,20,UVpass,F,9,9,3,,,
6,20,UVpass,F,10,10,3,,,
6,20,UVpass,B,1,1,2,,,
6,20,UVpass,B,2,2,2,,,
6,20,UVpass,B,3,3,1,,,
6,20,UVpass,B,4,4,1,,,
6,20,UVpass,B,5,5,2,,,
6,20,UVpass,B,6,6,1,,,
6,20,UVpass,B,7,7,1,,,
6,20,UVpass,B,8,8,2,,,
6,20,UVpass,B,9,9,2,,,
6,20,UVpass,B,10,10,2,,,mostly unbleached with large crack 
6,21,Shade,F,1,1,2,,,
6,21,Shade,F,2,2,2,,,
6,21,Shade,F,3,3,1,,,
6,21,Shade,F,4,4,2,,,
6,21,Shade,F,5,5,3,,,
6,21,Shade,F,6,6,1,,,
6,21,Shade,F,7,7,3,,,
6,21,Shade,F,8,8,1,,,
6,21,Shade,F,9,9,1,,,
6,21,Shade,F,10,10,3,,,
6,21,Shade,B,1,1,2,,,
6,21,Shade,B,2,2,2,,,
6,21,Shade,B,3,3,1,,,
6,21,Shade,B,4,4,2,,,unbleached but has large cracks 
6,21,Shade,B,5,5,3,,,
6,21,Shade,B,6,6,1,,,
6,21,Shade,B,7,7,2,,,
6,21,Shade,B,8,8,1,,,
6,21,Shade,B,9,9,1,,,
6,21,Shade,B,10,10,2,,,
6,22,No Shelter,F,1,1,2,,,
6,22,No Shelter,F,2,2,1,,,
6,22,No Shelter,F,3,3,3,,,
6,22,No Shelter,F,4,4,1,,,
6,22,No Shelter,F,5,5,2,,,
6,22,No Shelter,F,6,6,1,,,
6,22,No Shelter,F,7,7,3,,,
6,22,No Shelter,F,8,8,2,,,
6,22,No Shelter,F,9,9,3,,,"partly yellow, partly very bleached, large crack with some innards showing "
6,22,No Shelter,F,10,10,1,,,
6,22,No Shelter,B,1,1,1,,,
6,22,No Shelter,B,2,2,1,,,
6,22,No Shelter,B,3,3,2,,,
6,22,No Shelter,B,4,4,1,,,
6,22,No Shelter,B,5,5,1,,,
6,22,No Shelter,B,6,6,2,,,
6,22,No Shelter,B,7,7,3,,,
6,22,No Shelter,B,8,8,1,,,
6,22,No Shelter,B,9,9,1,,,
6,22,No Shelter,B,10,10,1,,,
6,23,UVpass,F,1,1,2,,,
6,23,UVpass,F,2,2,3,,,
6,23,UVpass,F,3,3,1,,,
6,23,UVpass,F,4,4,3,,,
6,23,UVpass,F,5,5,2,,,
6,23,UVpass,F,6,6,3,,,
6,23,UVpass,F,7,7,3,,,
6,23,UVpass,F,8,8,2,,,
6,23,UVpass,F,9,9,2,,,
6,23,UVpass,F,10,10,1,,,
6,23,UVpass,B,1,1,1,,,
6,23,UVpass,B,2,2,3,,,
6,23,UVpass,B,3,3,1,,,
6,23,UVpass,B,4,4,3,,,
6,23,UVpass,B,5,5,1,,,
6,23,UVpass,B,6,6,1,,,
6,23,UVpass,B,7,7,2,,,
6,23,UVpass,B,8,8,2,,,
6,23,UVpass,B,9,9,1,,,
6,23,UVpass,B,10,10,2,,,
6,24,UVblock,F,1,1,3,,,
6,24,UVblock,F,2,2,1,,,
6,24,UVblock,F,3,3,3,,,
6,24,UVblock,F,4,4,2,,,
6,24,UVblock,F,5,5,2,,,
6,24,UVblock,F,6,6,2,,,
6,24,UVblock,F,7,7,2,,,
6,24,UVblock,F,8,8,2,,,
6,24,UVblock,F,9,9,3,,,
6,24,UVblock,F,10,10,3,,,
6,24,UVblock,B,1,1,2,,,some large holes
6,24,UVblock,B,2,2,3,,,
6,24,UVblock,B,3,3,3,,,
6,24,UVblock,B,4,4,1,,,
6,24,UVblock,B,5,5,1,,,
6,24,UVblock,B,6,6,2,,,
6,24,UVblock,B,7,7,2,,,
6,24,UVblock,B,8,8,1,,,
6,24,UVblock,B,9,9,2,,,
6,24,UVblock,B,10,10,1,,,
12,1,No Shelter,F,1,1,4,,,
12,1,No Shelter,F,2,2,2,,,
12,1,No Shelter,F,3,3,3,,,
12,1,No Shelter,F,4,4,2,,,
12,1,No Shelter,F,5,5,1,cr,,sanded
12,1,No Shelter,F,6,6,3,,,
12,1,No Shelter,F,7,7,3,,,
12,1,No Shelter,F,8,8,2,ci,,
12,1,No Shelter,F,9,9,3,,,
12,1,No Shelter,F,10,10,3,,,"Mostly Unbleached, large cracks"
12,1,No Shelter,B,1,1,1,,,
12,1,No Shelter,B,2,2,3,,,
12,1,No Shelter,B,3,3,2,,,
12,1,No Shelter,B,4,4,2,,,
12,1,No Shelter,B,5,5,1,cr,,Sanded
12,1,No Shelter,B,6,6,2,,,
12,1,No Shelter,B,7,7,3,,,
12,1,No Shelter,B,8,8,1,ci,,
12,1,No Shelter,B,9,9,2,,,
12,1,No Shelter,B,10,10,1,,,
12,2,UVpass,F,1,1,3,,,
12,2,UVpass,F,2,2,3,,,
12,2,UVpass,F,3,3,3,,,
12,2,UVpass,F,4,4,3,,,
12,2,UVpass,F,5,5,4,,,
12,2,UVpass,F,6,6,3,,,
12,2,UVpass,F,7,7,3,,,mostly unbleached but with some large cracks and some innards showing 
12,2,UVpass,F,8,8,3,,,
12,2,UVpass,F,9,9,2,cr,,Sanded
12,2,UVpass,F,10,10,1,ci,,
12,2,UVpass,B,1,1,2,,,Mostly unbleached but with large crack 
12,2,UVpass,B,2,2,3,,,
12,2,UVpass,B,3,3,1,,,
12,2,UVpass,B,4,4,2,,,
12,2,UVpass,B,5,5,1,,,
12,2,UVpass,B,6,6,2,,,Unbleached but with small/medium sized crack 
12,2,UVpass,B,7,7,2,,,
12,2,UVpass,B,8,8,2,,,
12,2,UVpass,B,9,9,2,cr,,sanded
12,2,UVpass,B,10,10,1,ci,,
12,3,UVblock,F,1,1,3,,,
12,3,UVblock,F,2,2,3,,,
12,3,UVblock,F,3,3,2,ci,,
12,3,UVblock,F,4,4,2,,,
12,3,UVblock,F,5,5,3,,,Still mostly yellow but with large cracks 
12,3,UVblock,F,6,6,2,cr,,sanded
12,3,UVblock,F,7,7,3,,,
12,3,UVblock,F,8,8,3,,,
12,3,UVblock,F,9,9,3,,,
12,3,UVblock,F,10,10,3,,,
12,3,UVblock,B,1,1,3,,,
12,3,UVblock,B,2,2,2,,,Mostly unbleached but with large crack 
12,3,UVblock,B,3,3,1,ci,,
12,3,UVblock,B,4,4,3,,,
12,3,UVblock,B,5,5,2,,,
12,3,UVblock,B,6,6,2,cr,,sanded
12,3,UVblock,B,7,7,3,,,mostly unbleached but with large cracks
12,3,UVblock,B,8,8,2,,,
12,3,UVblock,B,9,9,3,,,
12,3,UVblock,B,10,10,1,,,
12,4,Shade,F,1,1,1,,,
12,4,Shade,F,2,2,2,,,
12,4,Shade,F,3,3,2,,,
12,4,Shade,F,4,4,2,ci,,
12,4,Shade,F,5,5,2,,,
12,4,Shade,F,6,6,3,,,
12,4,Shade,F,7,7,1,,,
12,4,Shade,F,8,8,3,,,
12,4,Shade,F,9,9,1,,,
12,4,Shade,F,10,10,3,cr,,
12,4,Shade,B,1,1,1,,,
12,4,Shade,B,2,2,1,,,
12,4,Shade,B,3,3,1,,,
12,4,Shade,B,4,4,1,ci,,
12,4,Shade,B,5,5,2,,,
12,4,Shade,B,6,6,1,,,
12,4,Shade,B,7,7,1,,,
12,4,Shade,B,8,8,1,,,
12,4,Shade,B,9,9,1,,,
12,4,Shade,B,10,10,1,cr,,sanded
12,5,UVblock,F,1,1,2,cr,,Sanded
12,5,UVblock,F,2,2,3,,,
12,5,UVblock,F,3,3,2,ci,,
12,5,UVblock,F,4,4,3,,,
12,5,UVblock,F,5,5,3,,,
12,5,UVblock,F,6,6,2,,,
12,5,UVblock,F,7,7,3,,,
12,5,UVblock,F,8,8,3,,,mostly unbleached but with large cracks
12,5,UVblock,F,9,9,3,,,
12,5,UVblock,F,10,10,2,,,
12,5,UVblock,B,1,1,1,cr,,sanded
12,5,UVblock,B,2,2,3,,,Seems like this one might be a side view 
12,5,UVblock,B,3,3,1,ci,,
12,5,UVblock,B,4,4,3,,,
12,5,UVblock,B,5,5,3,,,
12,5,UVblock,B,6,6,2,,,
12,5,UVblock,B,7,7,3,,,
12,5,UVblock,B,8,8,2,,,
12,5,UVblock,B,9,9,4,,,
12,5,UVblock,B,10,10,1,,,
12,6,UVblock,F,1,1,3,,,
12,6,UVblock,F,2,2,2,cr,,Sanded
12,6,UVblock,F,3,3,3,,,
12,6,UVblock,F,4,4,2,,,
12,6,UVblock,F,5,5,2,,,
12,6,UVblock,F,6,6,3,,,
12,6,UVblock,F,7,7,2,ci,,
12,6,UVblock,F,8,8,2,,,
12,6,UVblock,F,9,9,2,,,
12,6,UVblock,F,10,10,2,,,
12,6,UVblock,B,1,1,2,,,Seems like this could be a side view 
12,6,UVblock,B,2,2,1,cr,,Sanded
12,6,UVblock,B,3,3,2,,,
12,6,UVblock,B,4,4,1,,,
12,6,UVblock,B,5,5,3,,,
12,6,UVblock,B,6,6,2,,,
12,6,UVblock,B,7,7,2,ci,,
12,6,UVblock,B,8,8,2,,,
12,6,UVblock,B,9,9,2,,,
12,6,UVblock,B,10,10,1,,,
12,7,No Shelter,F,1,1,1,cr,,sanded
12,7,No Shelter,F,2,2,3,,,
12,7,No Shelter,F,3,3,2,,,
12,7,No Shelter,F,4,4,3,,,
12,7,No Shelter,F,5,5,3,,,mostly unbleached but with large cracks
12,7,No Shelter,F,6,6,3,,,
12,7,No Shelter,F,7,7,3,,,Some unbleached but with a very worn strip 
12,7,No Shelter,F,8,8,2,ci,,
12,7,No Shelter,F,9,9,3,,,
12,7,No Shelter,F,10,10,2,,,
12,7,No Shelter,B,1,1,1,cr,,Sanded
12,7,No Shelter,B,2,2,2,,,
12,7,No Shelter,B,3,3,1,,,
12,7,No Shelter,B,4,4,1,,,
12,7,No Shelter,B,5,5,2,,,
12,7,No Shelter,B,6,6,2,,,
12,7,No Shelter,B,7,7,3,,,some unbleached but with a very worn strip
12,7,No Shelter,B,8,8,1,ci,,
12,7,No Shelter,B,9,9,2,,,
12,7,No Shelter,B,10,10,2,,,
12,8,Shade,F,1,1,3,,,"Mostly unbleached but with lots of cracks, some large "
12,8,Shade,F,2,2,2,cr,,Sanded
12,8,Shade,F,3,3,2,,,
12,8,Shade,F,4,4,3,,,
12,8,Shade,F,5,5,3,,,
12,8,Shade,F,6,6,1,ci,,
12,8,Shade,F,7,7,3,,,
12,8,Shade,F,8,8,3,,,
12,8,Shade,F,9,9,2,,,
12,8,Shade,F,10,10,1,,,
12,8,Shade,B,1,1,3,,,
12,8,Shade,B,2,2,2,cr,,Sanded
12,8,Shade,B,3,3,1,,,
12,8,Shade,B,4,4,2,,,
12,8,Shade,B,5,5,3,,,
12,8,Shade,B,6,6,1,ci,,
12,8,Shade,B,7,7,2,,,
12,8,Shade,B,8,8,3,,,Very black but I don't think the insides are visible 
12,8,Shade,B,9,9,1,,,
12,8,Shade,B,10,10,2,,,
12,9,UVpass,F,1,1,1,cr,,Sanded
12,9,UVpass,F,2,2,2,,,
12,9,UVpass,F,3,3,2,,,
12,9,UVpass,F,4,4,3,,,
12,9,UVpass,F,5,5,3,,,
12,9,UVpass,F,6,6,2,,,
12,9,UVpass,F,7,7,3,,,Mostly unbleached but with large cracks 
12,9,UVpass,F,8,8,1,,,
12,9,UVpass,F,9,9,2,,,
12,9,UVpass,F,10,10,1,ci,,
12,9,UVpass,B,1,1,1,cr,,Sanded
12,9,UVpass,B,2,2,1,,,
12,9,UVpass,B,3,3,1,,,
12,9,UVpass,B,4,4,2,,,
12,9,UVpass,B,5,5,2,,,
12,9,UVpass,B,6,6,1,,,
12,9,UVpass,B,7,7,1,,,
12,9,UVpass,B,8,8,1,,,
12,9,UVpass,B,9,9,1,,,
12,9,UVpass,B,10,10,1,ci,,
12,10,Shade,F,1,1,2,ci,,
12,10,Shade,F,2,2,2,,,
12,10,Shade,F,3,3,3,,,Partly unbleached but large cracks
12,10,Shade,F,4,4,2,,,
12,10,Shade,F,5,5,2,,,
12,10,Shade,F,6,6,3,,,
12,10,Shade,F,7,7,3,,,
12,10,Shade,F,8,8,3,,,
12,10,Shade,F,9,9,3,cr,,Sanded
